Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Sleep Quality
8450,39,Female,20.82,4.31,7.5,61,83,26,4.331364345,3,8,5,4
4847,36,Male,22.48,5.77,7.28,66,263,108,9.200892244,3,8,4,8
4391,49,Male,22.98,7.57,8.59,53,91,14,4.760667437,3,4,2,3
6249,24,Other,23.05,6.58,7.53,25,63,121,8.214680742,7,9,8,8
5659,36,Other,22.35,4.22,5.87,76,214,153,5.574583159,5,1,5,4
8087,39,Male,22.88,4.38,5.49,86,104,1,8.93069765,6,1,10,7
6615,51,Other,23.35,5.72,6.37,2,21,83,4.461337212,10,5,9,9
4953,37,Male,21.37,3.24,5.87,24,95,61,4.194400497,5,3,9,4
7354,22,Other,22.57,4.96,6.4,4,75,154,7.355373416,3,8,10,9
4727,29,Other,22.45,6.63,8.18,18,73,122,9.505814664,4,7,4,1
2790,39,Female,22.53,8,9.47,54,3,24,5.864578345,6,6,3,3
6891,19,Other,21.48,4.87,7.39,12,46,27,9.673710906,9,6,8,1
4484,40,Female,21.02,1.78,4.77,4,19,139,8.382090319,8,8,10,6
7207,50,Female,22.65,7.57,8.92,71,29,94,7.199654591,8,2,7,3
1029,55,Female,22.13,4.05,5.92,78,206,58,9.732195279,4,8,7,1
2287,54,Female,20.42,2.64,6.22,63,294,135,4.556570113,7,4,2,8
4988,40,Female,22.17,3.11,4.94,1,104,176,4.21448366,4,7,5,1
8298,43,Male,20.95,2.78,5.83,34,210,143,5.028570241,6,4,8,10
9322,49,Male,23.22,5.65,6.43,13,98,60,4.624883494,9,10,2,3
3542,26,Female,22.65,3.83,5.18,63,100,113,6.958073361,10,5,1,7
5926,43,Female,22.02,3.05,5.03,67,27,77,5.944895497,1,6,3,1
2620,33,Male,23.32,7.25,7.94,1,33,25,5.104905433,8,1,8,1
5205,27,Other,20.65,4.78,8.13,55,11,30,9.600498187,1,8,1,4
9807,43,Female,23.43,7.45,8.02,29,259,53,8.871122969,4,4,8,4
7318,25,Female,22.02,5.65,7.63,57,139,132,4.472244615,8,8,3,6
8668,35,Male,20.97,4.05,7.08,66,183,44,6.284746108,3,6,6,7
1340,55,Female,21.08,5.63,8.54,59,178,166,5.604114806,9,4,1,6
1008,25,Female,23.3,7.07,7.77,55,30,169,5.358832693,8,1,7,9
7155,40,Female,21.95,6.48,8.53,0,202,43,11.53718049,9,6,9,8
2349,20,Other,23.02,7.49,8.48,34,29,172,7.747634744,9,1,1,7
9134,20,Other,22.4,7.39,8.99,0,117,164,5.024395879,3,4,10,8
8758,38,Female,23.3,3.94,4.64,61,149,108,10.10274626,4,2,4,1
4816,56,Male,22.1,7.59,9.49,84,140,126,11.69059696,9,3,8,4
5771,18,Male,23.58,7.43,7.85,7,110,43,5.381398916,7,7,9,1
7554,57,Female,23.68,6.69,7.01,51,281,34,7.097781491,4,2,3,4
6595,35,Female,22.22,2.95,4.73,72,260,4,10.69605751,4,3,10,3
5163,56,Other,20.1,1.94,5.84,41,101,4,5.900226439,2,8,5,8
6911,30,Male,22.93,5.59,6.66,52,219,158,4.044937992,7,1,5,3
6432,52,Female,22.87,6.82,7.95,57,162,126,11.23973615,6,9,4,7
9157,47,Female,22.5,4.43,5.93,27,68,51,5.64468432,9,4,6,8
8417,31,Female,22.82,4.82,6.01,57,215,20,8.787499068,7,2,4,6
8140,57,Female,20.73,5.19,8.45,67,265,116,6.172418662,8,10,5,5
9576,26,Other,20.87,4.32,7.45,6,170,79,9.018121321,2,2,7,6
7052,45,Female,22.02,2.82,4.8,65,274,68,5.103524293,6,4,7,5
5597,31,Male,21.07,2.08,5.02,53,222,143,5.085701562,10,3,6,9
5194,44,Other,22.67,4.37,5.71,12,116,65,8.927418039,5,2,3,1
8487,30,Female,23.28,8.15,8.87,85,140,44,5.039973485,5,3,8,7
6140,41,Female,23.78,5.87,6.09,58,16,47,4.78556533,9,10,4,5
6770,59,Female,21.57,6.87,9.31,13,48,144,11.95846727,3,9,1,2
7610,44,Other,21.07,5.2,8.13,86,226,5,10.96956322,1,2,7,7
6816,36,Female,23.17,6.79,7.62,54,95,164,7.911744738,4,6,10,4
3463,43,Female,21.35,3.4,6.05,15,246,62,8.191253024,7,1,8,4
7485,18,Other,23.8,7.76,7.96,22,84,119,4.7396123,4,4,8,4
5008,42,Female,22.83,5.03,6.19,68,37,11,9.026148992,5,7,4,1
2715,33,Male,21.8,4.56,6.76,41,156,103,9.727381879,9,3,6,6
3073,44,Other,22.75,4.11,5.36,0,10,157,10.06604784,1,4,6,9
8495,33,Male,20.15,4.49,8.34,86,178,154,9.614038084,9,4,3,4
7943,20,Male,23.35,4.78,5.43,52,87,159,8.286979731,3,7,9,4
4568,19,Female,22.45,3.6,5.15,77,151,55,11.64643821,3,7,2,3
8761,19,Female,22.57,5.66,7.09,77,108,47,9.397413823,5,7,8,2
8051,20,Female,22.78,5.07,6.29,5,83,141,11.81764638,1,1,4,4
6479,48,Other,23.18,8.35,9.17,43,225,2,6.817651296,4,1,5,3
9718,18,Male,20.1,2.39,6.29,65,119,132,5.083275325,9,2,10,10
6457,22,Male,22.07,3.26,5.19,53,47,48,11.11452995,9,2,3,6
2892,19,Other,20.13,4.22,8.09,10,26,172,6.696451216,9,5,2,6
1386,59,Other,21.42,6.74,9.33,43,31,29,4.630591164,3,8,8,5
9571,27,Other,23.93,7.88,7.94,71,122,173,4.541565297,9,9,3,9
9430,28,Other,23.62,8.5,8.89,81,242,41,9.366638644,5,3,4,5
4275,56,Other,21.3,5.85,8.55,39,21,174,10.84769627,2,2,10,7
4312,50,Male,21.77,6.83,9.06,66,236,11,4.682006022,3,2,8,5
5633,39,Male,20.55,1.1,4.55,5,71,179,4.627672004,3,3,9,7
6530,22,Female,21.22,4.57,7.35,67,115,160,8.970619647,10,4,1,5
1469,22,Female,20.25,1.66,5.41,34,85,114,10.06281361,6,9,8,5
3854,42,Female,20.88,4.84,7.95,39,86,28,5.863266242,10,10,8,7
3676,46,Female,21.02,2.27,5.26,50,94,21,11.1044102,9,9,10,5
4962,21,Male,23.48,8.59,9.11,1,158,131,5.835295766,9,1,6,10
2286,21,Female,22.67,3.7,5.03,24,55,0,9.230998985,3,6,1,5
6568,51,Male,21.75,2.68,4.93,27,146,147,5.230141999,10,8,3,9
5967,35,Other,22.43,5.8,7.37,83,205,175,6.339874421,8,9,7,7
4670,27,Female,20.65,3.03,6.38,47,290,70,10.14173149,6,5,9,1
6384,44,Other,22.43,6.2,7.77,81,163,161,6.186556378,4,6,8,9
8837,55,Female,20.77,3.83,7.07,60,58,7,9.983859012,6,6,4,10
9575,45,Male,22.38,6.47,8.09,67,45,155,7.373830938,2,3,5,7
5105,42,Male,20.08,1.35,5.27,79,71,138,5.010192389,1,6,2,4
7666,37,Female,23.15,4.57,5.42,21,74,98,8.626701885,6,3,3,2
9419,22,Other,21.2,6.33,9.13,32,243,160,4.848114847,7,5,7,8
1824,30,Male,21.15,5.8,8.65,84,157,81,9.435608938,5,7,6,6
7853,53,Other,23.17,3.93,4.76,59,239,50,7.752220503,10,10,4,3
8043,30,Other,20.37,2.28,5.92,34,221,109,11.83406023,10,3,7,10
4656,34,Female,22.48,7.76,9.28,70,139,169,11.67036076,3,1,8,3
5298,57,Other,20.55,3.89,7.34,6,105,153,10.79536275,1,2,4,9
3462,50,Other,21.22,5.98,8.76,80,239,20,6.648068295,9,2,9,1
1623,47,Male,23.97,5.37,5.4,6,37,31,6.803766405,3,8,4,8
2143,34,Other,20.28,3.71,7.43,84,153,169,7.285398354,2,9,2,6
2679,51,Other,22.48,6.04,7.56,63,80,78,4.970800204,8,2,1,6
2871,20,Other,23.5,7.34,7.84,65,204,100,4.285780876,1,6,6,9
2845,31,Female,23.1,4.55,5.45,5,73,126,7.091897768,10,5,1,6
8164,56,Other,22.23,5.07,6.84,43,193,177,4.862693359,7,9,7,1
8937,39,Male,20.52,2.38,5.86,67,224,78,10.30645682,2,7,6,5
8647,39,Male,22.08,6.43,8.34,49,73,73,7.449364886,7,6,10,3
7869,50,Male,22.8,5.21,6.41,51,16,35,11.22820361,7,9,2,3
8807,33,Male,23.45,8.93,9.48,57,81,43,9.591539688,5,1,7,2
5016,50,Male,22.57,3.41,4.84,15,47,31,8.469543412,5,5,2,4
6092,34,Female,20.95,5.62,8.67,87,278,32,11.51781159,9,5,5,1
1634,43,Female,20.53,2.7,6.17,28,245,162,6.111904175,10,7,4,10
5130,45,Other,21.22,5.97,8.76,65,277,143,9.435239544,8,8,1,10
4552,36,Female,22.87,4.54,5.68,70,183,103,6.772457139,1,6,1,10
6292,42,Female,22.68,7.84,9.16,72,42,115,6.680343997,7,7,3,4
1249,29,Female,23.63,5.08,5.44,41,297,32,8.246190088,6,7,9,9
2114,36,Female,20.85,2.96,6.11,60,107,76,7.728716931,3,2,2,7
6320,50,Female,21.25,5.94,8.69,63,211,119,5.607509761,9,1,8,5
3572,35,Other,21.78,6.47,8.69,25,246,29,11.73495373,1,6,9,1
8203,24,Female,20.15,3.2,7.05,29,261,9,4.561517125,4,9,6,1
9469,29,Female,21.78,3.77,5.98,13,1,1,11.24686154,6,9,3,7
3398,45,Male,22,2.52,4.52,79,22,176,10.24510955,7,5,3,8
1736,54,Other,21.3,5.05,7.75,67,272,42,10.21817564,9,7,9,1
2212,36,Male,21.48,6.87,9.39,81,120,115,10.83584876,9,3,8,1
3251,32,Male,21.85,3.13,5.28,8,215,4,7.373010417,5,4,9,5
9982,51,Male,20.7,6,9.3,9,289,64,11.91664077,1,5,9,3
1538,59,Male,23.9,4.62,4.72,15,107,89,9.849039989,10,9,3,10
7395,28,Other,21.15,3.55,6.4,39,249,63,9.729604239,4,8,2,7
5783,31,Female,21.33,2.35,5.02,86,230,119,10.7004326,10,9,1,3
9326,22,Female,20.22,2.75,6.53,26,193,176,11.03291195,9,4,4,2
8812,53,Other,20.52,3.85,7.33,66,30,47,9.973961031,9,6,4,8
9521,22,Other,22.08,2.85,4.76,14,5,23,4.590900867,10,7,5,5
4887,31,Other,22.83,4.15,5.32,78,190,96,10.37120533,8,6,9,6
5313,32,Female,23.03,6.39,7.35,13,289,126,5.393494076,5,1,1,3
1521,36,Other,22.57,6.53,7.96,63,129,157,6.937568067,6,5,6,4
1407,42,Female,22.75,3.31,4.56,20,254,164,7.599491625,5,5,1,1
7890,29,Male,21.92,3.38,5.47,15,44,128,6.173875211,5,3,2,2
8846,27,Other,20.22,4.95,8.73,79,98,175,4.756316437,8,1,3,7
5426,56,Other,23.62,5.67,6.05,56,99,131,8.054905154,6,7,1,9
2725,55,Other,20.33,3.27,6.94,89,104,56,5.637867151,9,7,8,3
4075,18,Male,23.25,4.83,5.58,15,40,136,4.540972261,2,5,3,2
5016,44,Male,22.53,6.15,7.61,76,34,125,5.06203448,5,8,7,9
5795,28,Other,23.58,4.86,5.28,14,90,141,9.890689812,2,3,7,2
5853,45,Other,21.7,3.02,5.32,37,175,106,10.95303547,3,2,9,7
4073,59,Female,20.65,4.43,7.78,73,295,127,6.466393538,3,2,1,5
2972,44,Female,22.97,5.85,6.88,64,70,35,4.016197368,10,3,2,1
6552,54,Female,21.25,1.89,4.64,75,218,153,8.423366535,7,1,6,3
8525,33,Other,22.33,3.49,5.16,19,22,169,10.09410804,3,10,8,5
6896,19,Female,20.57,2.57,6.01,86,156,12,10.03818031,7,7,10,5
3794,18,Other,20.57,3.15,6.58,34,289,177,5.096989293,2,7,1,7
9174,18,Other,20.52,5.54,9.03,27,243,2,6.395983123,2,6,6,10
6707,43,Male,20.88,3.41,6.52,58,7,90,10.32360137,2,2,9,2
5791,59,Female,20.87,3.18,6.31,66,22,110,4.86815863,4,10,3,9
4657,39,Male,21,2.02,5.02,51,6,87,4.65764386,4,9,9,8
8890,31,Other,23.9,5.99,6.09,10,185,167,5.71239182,7,8,10,6
4201,40,Other,20.7,4.11,7.41,43,286,124,10.73783389,2,8,4,10
4990,20,Female,20.73,3.69,6.96,18,231,55,8.67464908,9,7,10,1
1855,48,Male,21.62,4.42,6.8,29,194,166,6.411678246,2,4,8,9
7443,44,Other,21.45,3.63,6.18,4,12,54,10.6007108,6,3,6,6
5433,43,Other,22.45,5.35,6.9,3,67,100,6.280738128,7,3,3,4
3620,19,Female,23.85,6.99,7.14,54,277,156,11.07990885,6,7,6,2
5865,29,Other,20.18,5.44,9.26,78,31,72,7.555352127,4,8,2,9
3260,56,Male,20.28,5.01,8.73,50,170,3,7.08561007,8,2,3,9
4698,57,Other,21.52,2.39,4.88,63,159,8,5.756515135,8,8,9,2
6275,33,Male,20.18,3.19,7.01,89,74,65,4.876695663,2,3,9,4
9998,48,Other,22.62,3.99,5.37,10,108,13,4.880007683,6,8,1,8
4184,47,Female,22.4,7.86,9.46,77,33,168,11.49490611,2,4,8,5
4738,49,Female,21.27,2.04,4.77,74,34,37,6.810658998,10,1,9,6
9757,27,Male,23.35,5.78,6.43,76,25,39,11.85763523,1,1,8,9
3576,41,Other,21.25,4.52,7.27,50,87,91,9.641057725,2,5,10,3
2170,23,Female,23.13,4.09,4.96,49,69,138,4.547939175,10,10,8,6
5674,19,Female,21.42,2.64,5.22,89,35,15,8.16346184,5,7,5,5
6212,54,Female,21.63,7.1,9.46,67,154,103,7.22904291,1,10,4,8
4706,53,Female,21.07,4.71,7.65,11,89,82,5.0623655,5,4,9,3
3074,22,Female,20.4,1.42,5.02,53,282,155,7.184787731,7,9,9,8
8672,24,Male,20.08,2.82,6.74,34,105,86,7.054934778,6,7,9,2
1250,33,Male,21.1,2.18,5.08,18,85,49,9.194455064,6,5,6,5
4835,55,Female,22.95,6.17,7.22,74,31,144,9.047756017,6,10,8,7
7002,20,Male,21.45,2.73,5.28,36,212,178,9.15614473,3,8,6,9
1640,55,Other,23.85,7.47,7.62,83,157,165,4.95801665,6,10,7,1
5277,42,Other,21.35,2.04,4.69,68,294,156,11.87500969,7,1,3,5
1268,43,Female,23.72,8.26,8.55,66,177,10,7.773818986,10,5,6,7
4542,47,Male,22.07,6.11,8.05,46,11,26,9.126788982,6,4,7,3
1495,51,Female,20.23,2.9,6.67,14,286,154,7.135188631,3,1,3,1
6307,19,Male,20.95,3.81,6.86,89,110,64,6.523714225,5,3,4,7
2062,38,Female,23.12,4.9,5.79,34,106,31,8.253552988,5,4,4,5
3899,24,Male,20.13,0.73,4.6,27,289,15,7.339643567,2,1,7,4
9247,57,Female,20.87,2.73,5.87,48,47,133,8.661911451,5,1,8,2
4428,32,Other,23.57,8.5,8.94,86,275,56,6.545011458,7,4,2,7
3751,57,Male,20.53,2.02,5.49,64,121,42,9.728704278,1,10,6,10
3915,44,Other,20.75,3.95,7.2,50,293,165,8.429642213,1,6,10,3
8442,52,Female,21.23,5.92,8.69,66,113,179,6.884987798,2,3,3,10
1774,37,Other,20.52,3.7,7.18,61,57,110,5.312618589,9,1,6,8
3551,20,Female,23.92,9.19,9.28,55,95,145,8.136110377,6,7,9,1
7343,28,Male,20.08,0.95,4.87,70,107,139,8.251734832,3,5,4,7
3233,38,Other,20.7,4.4,7.7,18,164,10,4.86366541,9,3,5,6
4934,31,Male,21.55,6.01,8.46,50,255,41,4.355072763,5,2,6,6
7023,19,Other,21.32,5.98,8.67,19,279,8,6.992044924,5,6,9,8
3948,31,Female,22.08,4.62,6.53,15,50,127,11.96742856,4,9,4,3
2992,27,Other,23.52,7.49,7.98,5,90,72,8.450853446,5,2,10,6
2902,24,Other,20.9,1.9,5,36,224,9,10.74970662,9,1,10,1
8881,56,Other,22.82,4.46,5.64,2,28,171,9.892953263,2,10,5,1
4995,38,Other,22.48,4.53,6.05,28,47,129,7.988660451,6,4,10,1
1472,22,Other,23.85,6.86,7.01,7,246,168,7.109465722,5,8,4,5
1067,56,Female,20.5,1.01,4.51,9,113,164,6.541029087,8,5,4,5
5338,33,Female,22.67,6.96,8.29,65,284,39,6.574050002,7,10,9,10
1355,20,Other,23.78,9.16,9.37,82,118,1,5.081020738,3,7,10,7
3380,42,Female,23.85,8.23,8.38,52,187,38,8.424583034,7,9,2,9
5158,50,Female,21.28,2.8,5.51,22,235,123,8.932303771,5,5,3,5
8395,46,Female,23.58,6.54,6.96,28,190,105,8.552694098,6,2,7,2
9312,23,Female,21.12,5.36,8.24,42,111,149,10.03404992,3,3,4,1
4091,21,Male,21.42,4.87,7.46,40,197,178,6.25908017,4,7,2,4
3939,56,Female,23.13,6.6,7.47,58,111,112,9.030272871,7,10,9,1
5769,37,Male,20.23,5.07,8.83,45,246,173,8.200218268,10,6,1,2
3429,57,Female,22.75,7.94,9.19,38,180,82,10.54692641,10,9,6,6
6553,47,Male,23.87,5.82,5.96,11,256,69,5.010849725,1,4,3,8
5076,20,Other,21.08,4.43,7.34,45,245,68,4.412091937,1,7,1,10
3070,56,Male,21.15,5.43,8.28,14,42,87,6.240882905,2,2,10,9
3709,34,Female,22.67,5.96,7.29,33,194,62,10.12503459,10,2,4,3
1900,38,Other,22.4,3.5,5.1,65,121,107,7.650941872,10,5,5,9
9429,27,Female,21.6,5.46,7.86,73,74,46,6.040230427,7,8,6,1
7842,36,Male,22.2,3.9,5.7,24,260,156,9.079152623,3,3,1,1
1439,19,Other,22.37,4.42,6.05,8,215,70,5.191137611,1,8,7,8
1184,43,Other,22.67,6.51,7.85,10,146,169,9.970086942,10,4,2,1
4093,42,Female,23.85,6.46,6.61,49,229,118,4.572315324,4,7,9,9
5170,30,Female,23.4,8.03,8.63,9,96,99,10.54315374,1,5,7,2
5489,44,Other,20.47,4.09,7.62,8,199,77,10.02768885,9,4,9,6
9970,57,Other,22.58,5.23,6.65,71,180,27,5.202900968,6,5,1,3
4111,47,Male,21.17,5.36,8.19,39,129,47,8.724692848,8,2,3,10
3775,29,Female,23.55,8.96,9.41,59,95,155,7.207572621,10,8,8,4
5471,56,Other,21.77,5.85,8.09,29,48,169,4.412260226,4,4,1,5
2444,50,Male,23.95,8.94,8.99,12,165,156,5.589933704,4,8,5,2
6596,28,Male,20.28,1.5,5.21,72,247,179,11.59191051,3,8,5,8
2626,36,Female,22.42,4.14,5.72,60,196,76,4.631979778,4,2,5,8
5037,43,Other,21,5.69,8.69,4,171,146,11.06336618,2,6,8,10
9058,18,Other,23.52,6.8,7.28,60,191,103,6.03897489,1,8,10,7
3210,22,Male,22.25,5.05,6.8,5,19,23,10.80977549,8,4,10,8
4291,35,Female,20.22,2.61,6.4,75,200,136,7.324487546,9,9,7,9
8899,19,Male,21.38,5.99,8.61,34,33,5,7.176433889,7,1,4,8
2749,48,Other,22.65,7.59,8.94,60,231,37,4.586193971,3,3,4,5
5910,44,Male,21.32,5.54,8.22,71,57,39,10.35899629,6,7,6,9
8566,55,Other,21.43,2.54,5.1,64,142,137,10.45639091,5,4,9,2
2896,36,Female,21.72,2.94,5.22,57,4,165,9.532537993,2,6,4,3
3154,35,Male,22.57,4.72,6.15,58,84,95,11.01926365,5,10,9,10
5924,20,Male,23.03,5.89,6.86,58,177,33,8.61470244,6,2,6,1
3046,34,Other,23.03,7.66,8.63,80,93,21,5.437779295,5,6,7,3
1738,59,Male,20.7,1.98,5.28,15,167,106,11.45791421,4,6,8,2
1909,19,Other,22.88,7.66,8.78,44,217,167,7.836763919,1,1,9,8
3908,53,Other,22.63,4.68,6.05,10,29,22,10.23481899,10,4,1,1
2344,35,Female,23.35,8.81,9.46,32,190,104,5.681126642,9,2,5,6
5416,46,Other,22.73,3.36,4.63,62,79,27,8.661740163,9,2,5,6
5914,53,Female,21.28,3.21,5.93,18,163,117,9.798571359,8,4,5,3
5100,46,Other,22.83,4.16,5.33,27,194,137,7.54433946,4,4,6,4
2547,28,Female,20.43,4.58,8.15,14,9,178,6.237486858,7,6,2,7
3258,42,Other,21.73,6.1,8.37,25,223,111,5.519260054,2,9,5,10
7925,54,Female,20.62,3.47,6.85,40,152,45,11.20902886,5,10,1,6
8576,53,Other,23.83,4.76,4.93,33,218,137,8.821608601,3,4,9,5
1432,33,Other,21.13,2.39,5.26,21,47,113,7.528605459,3,6,9,3
1361,20,Other,20.08,4.77,8.69,81,120,134,9.625883091,3,4,9,10
9027,55,Other,23.67,4.73,5.06,20,122,32,11.21739296,1,6,5,6
4744,57,Female,23.65,5.48,5.83,53,185,139,8.051205837,3,4,1,6
7744,37,Male,20.35,1.96,5.61,26,187,161,10.96052283,4,7,7,10
8601,58,Other,23.22,6.05,6.83,50,154,167,10.19085897,8,7,9,10
4516,47,Male,23.87,6.41,6.54,78,280,148,6.430904613,8,7,5,9
6158,28,Male,20.4,4.42,8.02,74,143,95,7.575233271,7,5,8,2
2115,39,Male,22.07,4.94,6.88,7,275,58,7.797644285,9,10,3,7
5988,19,Female,22.72,7.88,9.17,50,231,103,6.9010334,10,1,6,7
3260,31,Other,20.08,3.88,7.8,8,105,64,6.230660409,6,7,8,3
3836,54,Female,22.9,4.24,5.34,80,173,108,4.589636943,2,2,6,5
4750,39,Other,21.68,6.41,8.73,36,211,5,8.298218863,5,5,3,4
2700,51,Male,20.37,4.33,7.97,75,230,2,8.494555624,8,10,9,10
3899,18,Male,23.05,8.32,9.27,66,231,129,9.341142586,2,9,5,6
9720,46,Other,23.22,6.07,6.85,52,289,124,11.17903105,4,4,10,2
9902,18,Other,21.15,3.38,6.23,20,200,92,8.151263272,6,9,4,8
6181,38,Female,21.2,3.83,6.63,48,2,165,11.93335531,3,7,6,6
8484,39,Other,21.15,2.13,4.98,41,233,179,11.95501453,8,10,9,2
8748,38,Male,20.97,2.38,5.42,10,254,85,10.54571446,10,4,6,4
6452,37,Male,22.3,3.57,5.27,13,227,69,10.32937627,2,6,2,5
4971,23,Other,20.37,3.31,6.94,72,86,67,11.34569155,8,2,9,4
9364,58,Other,23.07,6.67,7.6,82,108,100,11.63747346,4,10,10,1
8296,40,Other,20.85,2.2,5.35,78,6,132,5.076840276,7,2,5,9
6949,49,Female,23.98,8.96,8.98,3,209,44,8.844821798,5,9,3,5
4101,37,Female,21.37,4.15,6.78,0,20,175,10.07347201,8,5,7,6
5316,35,Male,22.82,7.44,8.62,52,44,169,5.951887564,6,3,8,10
5888,23,Male,20.37,4.8,8.43,42,211,81,4.550832516,8,1,3,5
5575,34,Male,23.7,8.94,9.24,8,85,52,9.043753741,5,1,1,4
5065,34,Male,21.7,4.48,6.78,71,169,101,8.099097881,10,5,1,7
3133,55,Other,22.85,8.14,9.29,44,204,8,5.09662534,8,8,10,8
2154,30,Male,23.92,7.89,7.98,13,35,149,10.99751731,3,2,9,1
9403,48,Male,20.42,2.89,6.48,37,257,53,7.916894117,1,8,6,4
5483,51,Male,23.52,7.92,8.4,36,230,35,4.944961065,6,6,9,8
1929,48,Female,23.77,9.05,9.28,60,237,35,6.331962503,6,7,1,2
6572,32,Female,23.88,8.32,8.43,4,91,0,10.03387214,3,9,3,6
6150,54,Female,23.97,9.42,9.46,56,119,95,5.457247234,3,9,10,6
3902,42,Other,22.12,3.95,5.83,27,21,98,8.833527298,4,9,6,1
2486,54,Female,23.8,6.23,6.43,22,147,108,7.213630922,7,1,7,3
5562,35,Male,21.03,2.48,5.45,86,142,126,6.346160973,6,6,5,7
6989,23,Male,21.08,5.55,8.47,18,269,64,7.75286046,9,7,7,4
5019,33,Other,22.28,7.32,9.04,55,68,119,11.88712681,10,8,10,10
1728,55,Female,23.92,7.83,7.91,48,199,40,8.237597865,9,10,8,9
4808,45,Other,22.9,5.07,6.17,45,259,149,10.98588165,10,2,9,2
4919,26,Other,22.08,4.1,6.01,75,151,90,6.827774478,6,3,4,4
7219,58,Female,22.97,4.13,5.16,14,219,16,4.706377357,9,3,3,6
1675,48,Other,21.45,3.77,6.32,20,282,82,5.476033439,3,1,4,4
7550,30,Female,21.15,2.78,5.63,18,73,9,8.36322052,8,9,2,6
5156,47,Female,23.28,4.81,5.52,40,139,147,8.158033233,4,5,8,3
9360,59,Other,23.35,6.86,7.51,7,246,147,5.391609117,10,2,7,2
4201,59,Other,20.68,4.44,7.76,64,181,107,9.980951955,8,3,10,7
8393,42,Other,22.33,4.42,6.09,37,36,121,6.591334868,4,5,9,9
9129,48,Other,22.72,4.48,5.77,65,57,28,10.05705847,3,1,5,1
8201,31,Other,23.65,4.63,4.98,63,71,144,7.852796663,8,8,7,1
2245,43,Female,22.02,7.1,9.08,47,282,151,4.380225751,4,5,5,5
9494,44,Male,23.43,4.7,5.27,60,147,99,9.77082273,8,2,9,7
1749,35,Other,20.55,4.66,8.11,37,69,115,4.826205035,1,1,2,4
3942,44,Male,22.92,8.01,9.09,71,113,90,8.678314705,10,1,4,8
6078,46,Female,23.6,7.78,8.18,52,87,126,5.956612804,8,4,9,10
4836,31,Male,20.13,3.3,7.17,43,229,164,5.02634794,6,7,3,1
8719,49,Female,20.9,3,6.1,88,254,76,11.0514974,8,8,9,5
7388,44,Male,20.5,3.85,7.35,74,173,123,5.237824601,9,3,6,6
1100,49,Other,22.02,5.7,7.68,11,291,91,9.415545034,5,3,2,7
9957,55,Male,22.72,3.31,4.59,84,278,141,4.913247232,1,2,3,4
7393,19,Female,23.02,5.09,6.08,88,52,18,11.53918178,1,2,3,6
3845,31,Female,21.52,3.23,5.72,9,101,117,11.80003861,2,6,5,4
8258,55,Male,20.22,3.29,7.07,45,173,163,9.789168183,9,6,9,1
6115,31,Female,22.93,7.76,8.83,33,48,63,7.15137527,8,5,10,3
2400,50,Male,22.98,8.34,9.35,36,284,136,6.28002184,8,4,4,8
9038,25,Female,23.37,4.39,5.03,13,79,102,4.491328659,4,3,9,8
1121,25,Male,20.33,4.13,7.8,17,28,134,10.40964805,8,6,4,5
6960,26,Male,23.65,4.59,4.94,21,49,26,8.640311342,2,7,10,1
3096,38,Male,22.25,4.83,6.58,54,296,5,9.851636466,5,5,7,5
6212,39,Female,20.3,4.81,8.51,62,85,83,7.768790042,8,8,3,5
6756,50,Male,21.47,4.72,7.25,12,14,54,10.61951387,1,4,5,8
1197,42,Male,21.97,5.39,7.42,31,295,96,5.313779081,3,9,10,7
1847,59,Female,21.82,5.89,8.07,47,184,8,7.439959308,8,3,2,10
2095,20,Other,20.65,5.77,9.12,32,108,109,9.12557251,7,6,2,6
9068,35,Female,21.08,5.05,7.97,76,276,54,9.100517484,2,3,5,9
1915,53,Female,20.73,5.83,9.09,37,142,156,7.916952353,8,1,5,9
7448,41,Male,23.97,4.78,4.81,9,64,132,4.219941263,4,5,3,7
9048,45,Male,23.43,8.48,9.05,31,115,173,7.98919716,9,6,2,2
5930,38,Female,20.98,2.49,5.51,38,189,89,10.58491777,10,6,9,1
4594,39,Male,23.7,6.68,6.98,75,148,5,9.771087033,4,10,8,1
3901,46,Male,20.52,3.48,6.96,48,86,83,4.995726359,9,9,9,10
6749,59,Other,23.33,6.42,7.08,7,222,144,9.547799135,5,5,3,5
9395,42,Male,23.02,7.44,8.42,85,129,93,7.20632756,3,4,9,8
6380,19,Female,20.47,2.77,6.3,27,139,36,10.80913055,7,2,10,6
5985,20,Female,20.92,4.61,7.69,27,5,60,8.943303477,3,5,2,8
6484,33,Female,20.43,2.07,5.64,85,140,79,6.23194278,9,3,4,5
5623,23,Male,23.75,6.14,6.39,33,12,170,4.26356831,6,7,4,4
1770,44,Female,21.48,3.27,5.78,47,54,16,4.144701655,7,4,4,7
1834,52,Female,23.23,8.2,8.96,11,226,62,9.936635298,2,8,6,7
8819,39,Other,21.28,1.88,4.59,15,168,18,4.913683378,1,6,1,5
2608,22,Male,22.17,6.77,8.61,87,96,131,5.623779021,9,10,1,8
4440,42,Other,21.03,3.92,6.89,28,280,27,5.836172946,10,2,6,3
6768,42,Female,21.27,3.76,6.49,9,140,41,10.26799774,9,1,7,6
